상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805849365,폴랑,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51230,삼척시,51230570,성내동,5123010500,당저동,5.12301050010009E+018,1,대지,9,5,강원특별자치도 삼척시 당저동 9-5,512303224017,강원특별자치도 삼척시 봉황로,107,,4223010500100090005000001,,강원특별자치도 삼척시 봉황로 107,245939,25922,,,,129.17071096675,37.447296487962
MA010120220805849291,쉼표,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110650,석사동,5111012400,석사동,5.11101240010654E+018,1,대지,654,,강원특별자치도 춘천시 석사동 654,511104454826,강원특별자치도 춘천시 후석로45번길,21,,4211012400106540000016358,,강원특별자치도 춘천시 후석로45번길 21,200935,24385,,1,,127.74015372133,37.859737944204
MA010120220805840550,로지로스터리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150645,성덕동,5115012500,입암동,5.11501250010121E+018,1,대지,121,,강원특별자치도 강릉시 입암동 121,511504460854,강원특별자치도 강릉시 입암로148번길,4,1,4215012500101210000023907,,강원특별자치도 강릉시 입암로148번길 4-1,210935,25615,,2,,128.91784655004,37.758597572205
MA010120220805873800,아름다운사람들,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130600,우산동,5113011100,우산동,5.11301110010202E+018,1,대지,202,1,강원특별자치도 원주시 우산동 202-1,511304457330,강원특별자치도 원주시 상지대길,73,,4213011100102020001019804,,강원특별자치도 원주시 상지대길 73,220955,26340,,,,127.93468171075,37.369995109518
MA010120220805856691,카페바다역,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820320,죽왕면,5182032023,죽왕면,5.18203202310001E+018,1,대지,1,,강원특별자치도 고성군 죽왕면 가진리 1,518204502366,강원특별자치도 고성군 죽왕면 가진길,30,,4282032023100010000008011,,강원특별자치도 고성군 죽왕면 가진길 30,219821,24744,,,,128.50891119108,38.372874023655
MA010120220805857427,금강찻집,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130515,중앙동,5113010100,중앙동,5.1130101001026E+018,1,대지,260,,강원특별자치도 원주시 중앙동 260,511303219056,강원특별자치도 원주시 평원로,1,1,4213010100102600000012031,,강원특별자치도 원주시 평원로 1-1,220904,26429,,2,,127.95372006659,37.347296107024
MA010120220805897217,카페100,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130660,무실동,5113011500,무실동,5.11301150011665E+018,1,대지,1665,3,강원특별자치도 원주시 무실동 1665-3,511303219019,강원특별자치도 원주시 만대로,184,,4213011500116650003000001,,강원특별자치도 원주시 만대로 184,220150,26385,,,,127.92395952119,37.332709721825
MA010120220805891765,역전다방,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51190,태백시,51190615,철암동,5119010400,철암동,5.11901040010471E+018,1,대지,471,,강원특별자치도 태백시 철암동 471,511903222004,강원특별자치도 태백시 동태백로,434,,4219010400104030123000001,쇠바우골탄광문화장터,강원특별자치도 태백시 동태백로 434,235200,26045,,,,129.0379220178,37.11665060154
MA010120220805901051,파인트리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51830,양양군,51830340,현남면,5183034021,현남면,5.18303402110366E+018,1,대지,366,1,강원특별자치도 양양군 현남면 인구리 366-1,518303235018,강원특별자치도 양양군 현남면 해송천로,56,,4283034021103660001000624,,강원특별자치도 양양군 현남면 해송천로 56,215842,25055,,1,,128.75284836139,37.966810969251
MA010120220805929589,이디야커피입암남부점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150645,성덕동,5115012500,입암동,5.11501250010093E+018,1,대지,93,9,강원특별자치도 강릉시 입암동 93-9,511503220017,강원특별자치도 강릉시 성덕포남로,74,,4215012500100930009022145,,강원특별자치도 강릉시 성덕포남로 74,210935,25576,,1,,128.91780050971,37.761300989596
MA010120220805930869,주문진다방,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025021,주문진읍,5.11502502110312E+018,1,대지,312,56,강원특별자치도 강릉시 주문진읍 주문리 312-56,511503220049,강원특별자치도 강릉시 주문진읍 항구로,60,,4215025021103120056032561,,강원특별자치도 강릉시 주문진읍 항구로 60,210806,25413,,,,128.82796371215,37.892856810141
MA010120220805931468,이루나,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150590,송정동,5115011500,견소동,5.11501150010268E+018,1,대지,268,20,강원특별자치도 강릉시 견소동 268-20,511503220043,강원특별자치도 강릉시 창해로,19,,4215011500102680020020390,,강원특별자치도 강릉시 창해로 19,210140,25556,,1,,128.9447906198,37.773909172094
MA010120220805926282,곰점,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51170,동해시,51170510,천곡동,5117010100,천곡동,5.11701010011E+018,1,대지,1000,8,강원특별자치도 동해시 천곡동 1000-8,511703221040,강원특별자치도 동해시 중앙로,171,1,4217010100110000008000001,,강원특별자치도 동해시 중앙로 171-1,240807,25775,,1,,129.11727680921,37.51633832617
MA010120220805927847,버드브리즈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51230,삼척시,51230360,신기면,5123036021,신기면,5.12303602110392E+018,1,대지,392,,강원특별자치도 삼척시 신기면 신기리 392,512303013008,강원특별자치도 삼척시 신기면 강원남부로,3054,2,4223036021103920000000001,,강원특별자치도 삼척시 신기면 강원남부로 3054-2,245921,25943,,,,129.08635186491,37.353076125717
MA010120220805948728,로뎀에스프레소문막점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025021,문막읍,5.11302502110434E+018,1,대지,434,6,강원특별자치도 원주시 문막읍 문막리 434-6,511303219041,강원특별자치도 원주시 문막읍 원문로,1832,,4213025021104350001000001,,강원특별자치도 원주시 문막읍 원문로 1832,220806,26370,,1,,127.81818533349,37.309760213593
MA010120220805948739,마카,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210590,청호동,5121010800,조양동,5.1210108001149E+018,1,대지,1490,259,강원특별자치도 속초시 조양동 1490-259,512104469118,강원특별자치도 속초시 새마을1길,1,,4221010800114900259010055,,강원특별자치도 속초시 새마을1길 1,217812,24888,,,,128.60166733895,38.185801476917
MA010120220805950951,텐카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720340,서석면,5172034021,서석면,5.17203402110109E+018,1,대지,109,5,강원특별자치도 홍천군 서석면 풍암리 109-5,517203013017,강원특별자치도 홍천군 서석면 구룡령로,2619,,4272034021101090005002382,,강원특별자치도 홍천군 서석면 구룡령로 2619,250835,25166,,,,128.19432336025,37.708245658291
MA010120220805947049,다알리아,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110610,후평2동,5111012000,후평동,5.11101200010691E+018,1,대지,691,10,강원특별자치도 춘천시 후평동 691-10,511104454804,강원특별자치도 춘천시 효평길,110,,4211012000106910010000001,,강원특별자치도 춘천시 효평길 110,200969,24277,,2,,127.74744497001,37.881153261059
MA010120220805939250,카페31,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51190,태백시,51190540,상장동,5119010100,황지동,5.119010100102E+018,1,대지,200,7,강원특별자치도 태백시 황지동 200-7,511903222002,강원특별자치도 태백시 고원로,31,,4219010100102000007001220,,강원특별자치도 태백시 고원로 31,235800,26038,,,,128.9881951176,37.157940744216
MA010120220805935836,카페하얀,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130590,단계동,5113011000,단계동,5.11301100011211E+018,1,대지,1211,9,강원특별자치도 원주시 단계동 1211-9,511304517933,강원특별자치도 원주시 전망길,25,,4213011000112110009000001,,강원특별자치도 원주시 전망길 25,220100,26379,,1,,127.91591305996,37.353267668763
MA010120220805958023,카페슬로울리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110600,후평1동,5111012000,후평동,5.11101200010159E+018,1,대지,159,10,강원특별자치도 춘천시 후평동 159-10,511104454681,강원특별자치도 춘천시 춘천로407번길,10,,4211012000101590010032180,,강원특별자치도 춘천시 춘천로407번길 10,200957,24233,,1,,127.75113135425,37.890351589815
MA010120220805958444,카페921,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51760,평창군,51760350,용평면,5176035028,용평면,5.17603502811522E+018,1,대지,1522,32,강원특별자치도 평창군 용평면 재산리 1522-32,517604484256,강원특별자치도 평창군 용평면 안인평2길,29,,4276035028115220032000001,,강원특별자치도 평창군 용평면 안인평2길 29,232934,25317,,1,,128.42374173272,37.562933892331
MA010120220805957422,977에스티,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210570,노학동,5121010600,교동,5.12101060010977E+018,1,대지,977,17,강원특별자치도 속초시 교동 977-17,512104469052,강원특별자치도 속초시 먹거리3길,11,,4221010600109770017000121,,강원특별자치도 속초시 먹거리3길 11,217806,24858,,,,128.57414788687,38.193363264184
MA010120220805952928,카페무지,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025022,주문진읍,5.11502502210115E+018,1,대지,115,,강원특별자치도 강릉시 주문진읍 교항리 115,511503220039,강원특별자치도 강릉시 주문진읍 주문로,22,1,4215025022101150000033156,,강원특별자치도 강릉시 주문진읍 주문로 22-1,210801,25419,,,,128.82581733251,37.885952164067
MA010120220805953105,메가엠지씨커피강릉교동택지점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100011882E+018,1,대지,1882,4,강원특별자치도 강릉시 교동 1882-4,511504460572,강원특별자치도 강릉시 솔올로5번길,55,,4215011000118820004000001,,강원특별자치도 강릉시 솔올로5번길 55,210924,25515,,1,,128.87753039653,37.763950382268
MA010120220805998616,쿼드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110705,신사우동,5111011800,우두동,5.11101180011056E+018,1,대지,1056,6,강원특별자치도 춘천시 우두동 1056-6,511104454500,강원특별자치도 춘천시 영서로2753번길,22,,4211011800110560006020305,,강원특별자치도 춘천시 영서로2753번길 22,200940,24237,,,,127.72657096612,37.900235418358
MA010120220805999075,아이갓에브리싱,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51750,영월군,51750250,영월읍,5175025022,영월읍,5.17502502210242E+018,1,대지,242,,강원특별자치도 영월군 영월읍 하송리 242,517503227027,강원특별자치도 영월군 영월읍 하송로,64,,4275025022102420000014983,영월군청사,강원특별자치도 영월군 영월읍 하송로 64,230713,26235,,,,128.46192678871,37.184364527787
MA010120220805994803,별다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025021,주문진읍,5.1150250211027E+018,1,대지,270,10,강원특별자치도 강릉시 주문진읍 주문리 270-10,511503220039,강원특별자치도 강릉시 주문진읍 주문로,159,,4215025021102700010030763,,강원특별자치도 강릉시 주문진읍 주문로 159,210806,25411,,,,128.83226793565,37.895457390603
MA010120220805994944,도자기카페길,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51110,춘천시,51110675,강남동,5111012600,칠전동,5.11101260010564E+018,1,대지,564,12,강원특별자치도 춘천시 칠전동 564-12,511104454717,강원특별자치도 춘천시 칠전동2길,14,11,4211012600105640012000001,,강원특별자치도 춘천시 칠전동2길 14-11,200220,24456,,1,,127.71500747369,37.843974784991
MA010120220805993546,탐앤탐스철원점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51780,철원군,51780259,동송읍,5178025921,동송읍,5.17802592110682E+018,1,대지,682,33,강원특별자치도 철원군 동송읍 이평리 682-33,517803230027,강원특별자치도 철원군 동송읍 이평1로,5,2,4278025921106820033021580,,강원특별자치도 철원군 동송읍 이평1로 5-2,269816,24018,,1,,127.21792502406,38.207028290696
MA010120220805991848,수수다방,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010500,임당동,5.11501050010153E+018,1,대지,153,2,강원특별자치도 강릉시 임당동 153-2,511503220034,강원특별자치도 강릉시 임영로,142,,4215010500101530002001182,,강원특별자치도 강릉시 임영로 142,210080,25533,,1,,128.8922663737,37.753892456995
MA010120220805992115,달의궁전커피,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51130,원주시,51130515,중앙동,5113010100,중앙동,5.11301010010059E+018,1,대지,59,18,강원특별자치도 원주시 중앙동 59-18,511303219043,강원특별자치도 원주시 원일로,124,,4213010100100590023000001,,강원특별자치도 원주시 원일로 124,220903,26428,,1,,127.94825489456,37.350555868137
